raw,processed,label
Barang sesuai dengan gambar dan informasi.. namun pengiriman agak lama sampainya; sempat cek ternyata nyasar ke jakarta utara brangnya..,barang sesuai dengan gambar dan informasi namun kirim agak lama sampai sempat cek nyata sesat ke jakarta utara barang,1
Terima kasih untuk bonusnya,terima kasih untuk bonus,1
opsi ongkos kirim sangat terbatas. lumayan mahal. perlu dipikirkan opsi ongkir agar pembeli tertarik. sekarang ini untuk beli 1 bungkus ongkirnya hampir sama dengan harga 1 bungkus.,opsi ongkos kirim sangat batas lumayan mahal perlu pikir opsi ongkos kirim agar beli tarik sekarang ini untuk beli bungkus ongkirnya hampir sama dengan harga bungkus,0
suka wanginya .. fresh. pengiriman cepat. lumayan dapat harga promo. packing aman ngga ada yg bocor. tq seller,suka wangi fresh kirim cepat lumayan dapat harga promo packing aman tidak ada yang bocor thank you seller,1
ori dan sampainya cepet (1 harian aja),orisinal dan sampai cepat hari saja,1
saya kecewa berat belanja di seller ini.lama x barangnya sampai.,saya kecewa berat belanja di seller ini lama kali barang sampai,0
Produk sesuai; packing aman; hrga mnarik; ED lama. Trims team! 😎💪👍,produk sesuai packing aman hrga mnarik edisi lama terima kasih team,1
Pelayanan sangat lama; lama sekali. Barang baru sampai 7 hari setelah pembayaran; padahal pengiriman hanya butuh 1-2 hari.,layan sangat lama lama sekali barang baru sampai hari telah bayar padahal kirim hanya butuh hari,0
Ada 2 kaleng sdh peot; namun saya terima saja; daripada harus dibalikan jadi repot di ongkirnya. terimakasih,ada kaleng sudah peot namun saya terima saja daripada harus balik jadi repot di ongkirnya terimakasih,0
paket dtang dg slmat,paket dtang dengan selamat,1
Barang lama sampai; nyasar dan tidak saya terima sampai sekarang.,barang lama sampai sesat dan tidak saya terima sampai sekarang,0
Botolnya besar dan pengiriman aman,botol besar dan kirim aman,1
Yuk; ceritain kepuasanmu tentang kualitas barang &amp; pelayanan penjual.,yuk ceritain puas tentang kualitas barang amp layan jual,1
Produk original dan sesuai,produk original dan sesuai,1
Produk berkualitas dan sesuai deskripsi,produk kualitas dan sesuai deskripsi,1
Barang selamat ; tapi pengiriman lambat banget.,barang selamat tapi kirim lambat banget,0
Cepat pengirimannya; kurangnya kalo pesanan ukuran kecil tolong kotaknya jangan gede&#34; ya untuk seller. Good job.,cepat kirim kurang jika pesan ukur kecil tolong kotak jangan gede iya untuk seller good job,1
mkasih loh brangnya nyampe mana di kasih bonus handsanitizer sama.shampo dove pdhal udah diskon juga 30 ribu ,mkasih loh barang sampai mana di kasih bonus handsanitizer sama shampo dove padahal sudah diskon juga ribu,1
Pantes harga promo sedikit; rupanya dikirim 2 kaleng yg penyok parah.. payah..,pantas harga promo sedikit rupa kirim kaleng yang penyok parah payah,0
puas banget blanja di unilever official store. dpt harga promo lagi...,puas banget blanja di unilever official store dapat harga promo lagi,1
Murah dapat pas FS. Sering² donk ngadain FS nya. Biar bisa pesan lagi dan lagi,murah dapat pas fs sering dong ada fs nya supaya bisa pesan lagi dan lagi,1
Barang Sesuai dengan pesanan; tks,barang sesuai dengan pesan terima kasih,1
produk diterima dengan baik; pengiriman 3hari lamanya. ,produk terima dengan baik kirim hari lama,1
Respon lambat bangat bikin gregetan; produk sesuai dengan deskripsi.....,respon lambat banget buat gregetan produk sesuai dengan deskripsi,1
pengiriman lama sekali,kirim lama sekali,0
Nerima baranganya harus sabar aja; jangan yg lagi pas butuh pengen cepet dijamin.. 😁,terima baranganya harus sabar saja jangan yang lagi pas butuh mau cepat jamin,0
Mantap; gk kecewa lah pokoknya... ,mantap gak kecewa lah pokok,1
Barang sudah diterima dan sesuai pesanan. Pokoknya mantap dah. Sering-sering kasih diskon yg gede dong biar bisa beli lagi; hehehe..... Terima kasih ya.,barang sudah terima dan sesuai pesan pokok mantap sudah sering sering kasih diskon yang gede dong supaya bisa beli lagi hehehe terima kasih iya,1
paket diterima sesuai isinya ada 6,paket terima sesuai isi ada,1
packing aman.. exp. aman... respon cepat,packing aman exp aman respon cepat,1
sangat puas...packingan rapih mantul dah... ditambah abang ojolnya ramah..,sangat puas packingan rapi mantul sudah tambah abang ojolnya ramah,1
Ada beberapa kaleng yg penyok,ada beberapa kaleng yang penyok,0
Maaf saya kasih bintang 3 karna respon lama sekali; sempat saya cancel tetapi tetap diantar; walaupun barang packing ok  ,maaf saya kasih bintang karena respon lama sekali sempat saya batal tetapi tetap antar walaupun barang packing ok,0
*Nama*     : hanif *Alamat*  :jl.kp bulak RT 005/009  KECAMATAN Ciputat kelurahan serua Tangerang Selatan 15414 No hp : ***********,nama hanif alamat jalan kp bulak retweet camat ciputat lurah rua tangerang selatan no handphone,1
LAMBAT KAYAK KEONG RACUN !!!,lambat seperti keong racun,0
Packing aman dan rapi. Pakai box dan bubble rap per item. Puas banget. thank you.,packing aman dan rapi pakai box dan bubble rap per hitam puas banget thank you,1
sesuai gambar.  packing biasa.  sampainya gk cepat2 amat.  mantull daah,sesuai gambar packing biasa sampai gak cepat amat mantull dah,1
Barang yg dikirimkan salah sebagian; buyer diminta utk mengembalikan barang dgn biaya sendiri yg infonya akan digantikan oleh seller. Sejak barang dinyatakana diterima di gudang seller sampai saat ini tidak ada pengembalian dana pengiriman tersebut. utk calon buyer; sebaiknya pikir-pikir lagi utk bertransaksi dgn seller ini; apalagi dalam jumlah besar; resiko salah kirim barang cukup besar karena seller tidak cekatan dalam proses pengemasan dan pengiriman. Harga yg ditawarkan pun tidak jauh lebih murah dr toko offline hanya selisih sedikit saja. Namun jika dibandingkan dengan kerugian karena salah kirim barang; masih lebih menguntungan belanja di toko offline dgn fasilitas ojol. Kalau memang tidak siap dgn divisi pengepakan dan pengiriman; sebaiknya ditunda dulu penjualan langsung ke customer via marketplace; sebaiknya konsentrasi saja di distribusi ke toko2 offline/kelontong.,barang yang kirim salah bagi buyer minta untuk kembali barang dengan biaya sendiri yang info akan ganti oleh seller sejak barang dinyatakana terima di gudang seller sampai saat ini tidak ada kembali dana kirim sebut untuk calon buyer baik pikir pikir lagi untuk transaksi dengan seller ini apalagi dalam jumlah besar resiko salah kirim barang cukup besar karena seller tidak cekat dalam proses emas dan kirim harga yang tawar pun tidak jauh lebih murah dari toko oflen hanya selisih sedikit saja namun jika banding dengan rugi karena salah kirim barang masih lebih untung belanja di toko oflen dengan fasilitas ojol kalau memang tidak siap dengan divisi epak dan kirim baik tunda dulu jual langsung ke customer via marketplace baik konsentrasi saja di distribusi ke toko oflen kelontong,0
barang diterima lengkap; namun sayang barangnya lama sampainya. ,barang terima lengkap namun sayang barang lama sampai,1
pengiriman nya cepat banget,kirim nya cepat banget,1
Sering2 diskon ya;; :),sering diskon iya,1
Packing rapi dan barang sampai bagus,packing rapi dan barang sampai bagus,1
paking hancur sampai tujuan.  untung kemasan msh bisa di pakai,paking hancur sampai tuju untung kemas masih bisa di pakai,0
bagus dan memuaskan... top,bagus dan muas top,1
Produk sesuai dengan deskripsi; too bad update data pengiriman kurang lengkap. ,produk sesuai dengan deskripsi too bad update data kirim kurang lengkap,1
Barang cepat sampai dan dikirim dalam dus; tapi tidak pakai bubble wrap &amp; banyak yg penyok. Mhn lebih diperhatikan lg packagingnya :(,barang cepat sampai dan kirim dalam dus tapi tidak pakai bubble wrap amp banyak yang penyok mohon lebih perhati lagi packagingnya,1
bagus packing rapi... cepat sampai.. barang orgi..,bagus packing rapi cepat sampai barang orgi,0
Barangnya sudah diterima. Thanks,barang sudah terima terima kasih,1
Thank you seller brg yg diterima sdh sesuai orderan,thank you seller bareng yang terima sudah sesuai order,1
produk sesuai pesanan; packaging juga oke sekali; pengiriman cepat juga. terima kasih,produk sesuai pesan packaging juga oke sekali kirim cepat juga terima kasih,1
pesan pertama kali barang bocor pikir itu akibat terbanting; pesan kedua kali barang bocor lg n nunggu agak lama smp dana dikembalikan,pesan pertama kali barang bocor pikir itu akibat banting pesan dua kali barang bocor lagi dan tunggu agak lama sampai dana kembali,0
Suka wangi nya dan memang tahan lama. Thank you Molto,suka wangi nya dan memang tahan lama thank you molto,1
Amat disayangkan diantara 10 kaleng; ada 5 kaleng yg pesok2 saat saya terima brgnya &amp; juga jahitan di tote bag kurang rapi karena ada bagian yg tidak terjahit dengan baik jd kesannya spt tasnya sobek,amat sayang antara kaleng ada kaleng yang pesok saat saya terima brgnya amp juga jahit di tote bag kurang rapi karena ada bagi yang tidak jahit dengan baik jadi kesan seperti tas sobek,1
wangi.. suka.. thanks,wangi suka terima kasih,1
barangnya ok.dan packing aman,barang ok dan packing aman,1
sangat mem bagongkan . peking lama toko gk ramah . paket telat nyasar pula nype barang sampe 2 minggu . fiks kapok blanjadi sini .,sangat mem bagong peking lama toko gak ramah paket lambat sesat pula nype barang sampai minggu fiks kapok blanjadi sini,0
Barang sesuai. Datang nya cepat dan rapi packing nya ,barang sesuai datang nya cepat dan rapi packing nya,1
pengiriman salah alamat C2 no 2,kirim salah alamat sih no,0
Pengirimannya lama sekali ,kirim lama sekali,0
mantap; meskipun Rp.0; Barang tetap bagus,mantap meski rp barang tetap bagus,1
isinya tumpah ruah sisa sedikit....maaf bintang 3...masukan aja jika produknya langsung kebuka kalo pengiriman diselotip tutupnya... thanks,isi tumpah ruah sisa sedikit maaf bintang masuk saja jika produk langsung buka jika kirim diselotip tutup terima kasih,0
pengiriman lama pk kurir toko; 10 hr dr check out...Utg ga di pk buru2...Klu barang2nya ok sesuai orderan...,kirim lama jahat kelamin kurir toko hari dari check out utg tidak di jahat kelamin buru kalau barang nya ok sesuai order,0
pengiriman lamaaaa dri tgl 3 mei bru smpai 9 mei ,kirim lama dari tanggal mei baru sampai mei,0
super lambat tidak pake bubble untuk tak bocor,super lambat tidak pakai bubble untuk tidak bocor,0
Barang aman pengiriman Cepat,barang aman kirim cepat,1
sesuai deskripsi; packing rapi,sesuai deskripsi packing rapi,1
Sdh 2x beli yg 1 di kejar diskon 55 rb yg pembelian ke 2 di unilever official store 53 rb di hari dan jam yg sama dgn hrg yg  berbeda ,sudah kali beli yang di kejar diskon ribu yang beli ke di unilever official store ribu di hari dan jam yang sama dengan hrg yang beda,0
Penuh drama dengan penjual; pdhl official store yah. Barang sampai 10hari stelah pemesanan; drama salah tempel resi; paket kembali ke penjual; sampe sy mengajukan complain dan cs dr tokopedia sampe bolak balik konfirmasi ke sy nindaklanjuti complain sy. Gak rekomen blanja disini kalau buru2. Tp paket lengkap dan packing cukup baik pakai dus dan smua di bubble per kategori barang.,penuh drama dengan jual padahal official store ya barang sampai hari telah mesan drama salah tempel resi paket kembali ke jual sampai saya aju complain dan cs dari tokopedia sampai bolak balik konfirmasi ke saya nindaklanjuti complain saya enggak rekomen blanja sini kalau buru tapi paket lengkap dan packing cukup baik pakai dus dan semua di bubble per kategori barang,0
Rinsonya tumpah parah. sepaket2 itu rinso semua. diliat isinya jg berkurang banyak. sekelas flagship unilever soal packing aja begini. ni trika tiga pack berlumur rinso semua. ,rinsonya tumpah parah paket itu rinso semua lihat isi juga kurang banyak kelas flagship unilever soal packing saja begini ini trika tiga pack lumur rinso semua,0
bulu sikatnya krg rapi..,bulu sikat krg rapi,0
Pengiriman cepat; packing baik,kirim cepat packing baik,1
lg dapet harga promo di unilever tp agak kecewa karena pengantarannya melebihi SLA padahal udah pake instan delivery...semoga lebih baik lg utk berikutnya,lagi dapat harga promo di unilever tapi agak kecewa karena antar lebih sla padahal sudah pakai instan delivery moga lebih baik lagi untuk ikut,0
Bocor lumayan pas diterima barangnya; packingnya kurang rapih.,bocor lumayan pas terima barang packingnya kurang rapi,0
barang sampai dengan aman; cuman pengirimannya lama banget sampe 4 hari padahal pakai TIKI REG.,barang sampai dengan aman hanya kirim lama banget sampai hari padahal pakai tik register,0
Keren  packing nya Aman Dan Rapi proses pengiriman cepat,keren packing nya aman dan rapi proses kirim cepat,1
Sesuai pesanan dan dapet cashback; mantap,sesuai pesan dan dapat cashback mantap,1
Jelek banget packaging nya sampe bocor!!!,jelek banget packaging nya sampai bocor,0
Ok; packing rapih dan aman,ok packing rapi dan aman,1
seller ok hanya kurir antar aja tidak profesional...perngiriman 7 hari tidak bisa dilacak ; tlp customer servise 4 x tidak respon..kalau saja Toped ada pilihan kurir lain;saya beberapa kali paket nyasar dengan kurir antar aja.,seller ok hanya kurir antar saja tidak profesional perngiriman hari tidak bisa lacak telepon customer servise kali tidak respon kalau saja toped ada pilih kurir lain saya beberapa kali paket sesat dengan kurir antar saja,0
barang SDH sampe dg cepat dan aman pastinya,barang sudah sampai dengan cepat dan aman pasti,1
Biarkan Bintang yang berbicara...,biar bintang yang bicara,1
Barang kurang 1 pcs tp penjual menolak permintaan pembeli untuk refund dana 1 pcs tersebut,barang kurang pcs tapi jual tolak minta beli untuk refund dana pcs sebut,0
puas krn dapat harga promo. tq,puas karena dapat harga promo thank you,1
Pesan siang; sore sampai; bebas ongkir. Super terima kasih Unilever official store!,pesan siang sore sampai bebas ongkos kirim super terima kasih unilever official store,1
beli 3 bungkus; diterima 1 bungkus dalam keadaan pecah bungkusnya shg isinya hampir habis. ya sudah mau diapain; beli 3 dapat 2 deh.,beli bungkus terima bungkus dalam ada pecah bungkus sehingga isi hampir habis iya sudah mau apa beli dapat deh,0
Botol shaker nya di shake air ny keluar2 bos walaupun ada karet penahan di dalam tutup botol.. Apes bos baju putih kena kopi,botol shaker nya di shake air nya keluar bos walaupun ada karet tahan di dalam tutup botol sial bos baju putih kena kopi,0
brg sesuai pesanan dg packingan mantap tp sayangnya pengiriman via ekspedisi AA lama bgt ;pesen tgl 26 januari nympe tgl 30 malem,bareng sesuai pesan dengan packingan mantap tapi sayang kirim via ekspedisi aa lama banget pesan tanggal januari nympe tanggal malam,1
mantull kaka; terimakasih tokopedia dan unilever;; berkatt kamu hidupku jadi lebih midahh dan ceriaa..,mantull kakak terimakasih tokopedia dan unilever berkatt kamu hidup jadi lebih midahh dan ceriaa,1
Suka wangi sereeeeh nya,suka wangi sereh nya,1
Masa barang bisa hilang???... tidak profesional sama sekali. dan proses return sangat lama.. makasih ya sudah buang buang waktu saya... tolong dirubah sistemnya. biar lebih cepat. proses Return pun harus lebih cepat pengembalian dananya. parah,masa barang bisa hilang tidak profesional sama sekali dan proses return sangat lama terima kasih iya sudah buang buang waktu saya tolong rubah sistem supaya lebih cepat proses return pun harus lebih cepat kembali dana parah,0
Barang yg dikirim cocok dengan gambar etalase anda ,barang yang kirim cocok dengan gambar etalase anda,1
Kaleng penyok semua,kaleng penyok semua,0
Barang sesuai tidak cacat dan sesuai deskripsi. Minus point ada pada pengiriman dan CS saat ditanya chat; pengiriman sebenarnya standard namun saat saya tanya CS jawaban yang diberikan tidak jelas padahal intinya bukan minta cepet sampai tapi bertanya kapan estimasi biar bisa ditunggu...,barang sesuai tidak cacat dan sesuai deskripsi minus point ada pada kirim dan cs saat tanya chat kirim benar standard namun saat saya tanya cs jawab yang beri tidak jelas padahal inti bukan minta cepat sampai tapi tanya kapan estimasi supaya bisa tunggu,0
serba memuaskan. thanks,serba muas terima kasih,1
Packing jelek Semua pecah,packing jelek semua pecah,0
Ga pernah mengecewakan belanja langsung di official store,tidak pernah kecewa belanja langsung di official store,1
terimakasih unilever;; sbagai buyer yang rutin melakukan pembelian dalam jumlah besar saya mendapatkan program benefit yang sangat baik.  akurasi pengiriman produk juga sudah sangat berkembang dengan baik. smoga kedepannya akan minim eror atau bahkan tidak ada eror sama sekali. amin,terimakasih unilever bagai buyer yang rutin laku beli dalam jumlah besar saya dapat program benefit yang sangat baik akurasi kirim produk juga sudah sangat kembang dengan baik moga depan akan minim eror atau bahkan tidak ada eror sama sekali amin,1
kecapnya bocor; sayang bgt jadinya,kecap bocor sayang banget jadi,0
Mantap; akhirnya sampe! Ga nyangka ternyata gede banget😂 tapi gpp lah jadi stok utk 3 bulan kaga beli royco lagi wkwk,mantap akhir sampai tidak sangka nyata gede banget tapi tidak apa lah jadi stok untuk bulan tidak beli royco lagi wkwk,1
maaf barange bnyak yg penyok..  ,maaf barange banyak yang penyok,0
packagingnya rapi and di bubble wrap ,packagingnya rapi dan di bubble wrap,1
Barang bagus; cepat sampai; recommended!,barang bagus cepat sampai recommended,1
kemasan bocor hingga tembus sampai kardus luar,kemas bocor hingga tembus sampai kardus luar,0
packing aman sekali;pakai kardus;buble wrap tebal n menyeluruh dijamin anti bocor;kualitas tidak perlu dragukan kalau merk rinso; beli pas flsh sale harga 50k eh pas liat bsknya turun harga lg 😅😅 o iy dkirimnya mepet sm due time nya...ampe kirain bakal batal otomatis neh eh tnyata dkirim jg.tq unilever,packing aman sekali pakai kardus buble wrap tebal dan seluruh jamin anti bocor kualitas tidak perlu dragukan kalau merk rinso beli pas flsh sale harga ke eh pas lihat bsknya turun harga lagi o iya dkirimnya dekat sekali sama due time nya sampai ira bakal batal otomatis nih eh tnyata dkirim juga thank you unilever,1
sesuai pesana; pengemasan rapih &amp;aman,sesuai sana emas rapi amp aman,1
Pengiriman agak lama dan ternyata harganya kemahalan ,kirim agak lama dan nyata harga mahal,0
Pengiriman lama. Packing ok. ,kirim lama packing ok,1
Mulai proses pengemasan hingga proses pengiriman sangatlah lama.,mulai proses emas hingga proses kirim sangat lama,0
barangnya bagus; tapi pengirimannya lama 5 hari,barang bagus tapi kirim lama hari,1
pengiriman sedikit lama,kirim sedikit lama,0
LAYANAN BURUK. PEMBELU DIBOHONGI WAKTU PROSES PESANAN,layan buruk belu bohong waktu proses pesan,0
isinya kok banyak juga spare kosongnya ya. dikira tumpah; gataunya 22nya begitu. ,isi kok banyak juga spare kosong iya kira tumpah enggak tau nya begitu,0
Barang sampai dalam keadaan rusak.. Packing kardus rusak dibungkus plastik. Ada 1 barang patah. Padahal sudah diminta untuk packing agar dapat dipastikan aman untuk pengiriman.,barang sampai dalam ada rusak packing kardus rusak bungkus plastik ada barang patah padahal sudah minta untuk packing agar dapat pasti aman untuk kirim,0
Barangnya lama diproses oleh penjualnya. Jam-jam terakhir mau selesai batas waktu pengiriman; baru di proses untuk dikirimkan.  Respon penjual pun lama.,barang lama proses oleh jual jam jam akhir mau selesai batas waktu kirim baru di proses untuk kirim respon jual pun lama,0
packing aman...dapet hrga promo jg .thx,packing aman dapat hrga promo juga terimakasih,1
Pengemasan rapi dan cepat kualitas layanan dan produk baik makasih ya👍👍,emas rapi dan cepat kualitas layan dan produk baik terima kasih iya,1
Great Product and Great Seller,great product dan great seller,1
Barang tiba dengan aman. Packing rapi dan aman. barang sesuai dgn deskripsi. terima kasih OS unilever,barang tiba dengan aman packing rapi dan aman barang sesuai dengan deskripsi terima kasih os unilever,1
Disinfektannya ada bocor sedikit. Basah diseluruh botol. Isinya merembes keluar. Mungkin utk pengiriman ke depannya bisa diperbaiki.,disinfektan ada bocor sedikit basah seluruh botol isi rembes keluar mungkin untuk kirim ke depan bisa baik,1
harga ok; packing ok. delivery ok,harga ok packing ok delivery ok,1
Barang diterima dengan baik dan tidak ada yang bocor atau sobek dari kemasan... pengiriman cepat menggunakan gratis ongkir... reseller sangat responsif... sukses selalu... terimakasih,barang terima dengan baik dan tidak ada yang bocor atau sobek dari kemas kirim cepat guna gratis ongkos kirim reseller sangat responsif sukses selalu terimakasih,1
Saya pesan 2pcs; sayang nya 1 begitu sampai rumah saya; dus sudah dlm keadaan basah; Krn product nya bocor;  agak kecewa ya,saya pesan pcs sayang nya begitu sampai rumah saya dus sudah dalam ada basah karena product nya bocor agak kecewa iya,0
Payah sabun bocor; saat pengiriman sepertinya  barang ditekan agak penyok; sya harap lebih baik lagi packingny dan lebih berhati hati pengiriman oleh kurir; sya foto bublenya yg kena bocor sabun sj Krn sabunny SDH sy pake mandi,payah sabun bocor saat kirim seperti barang tekan agak penyok saya harap lebih baik lagi packingny dan lebih hati hati kirim oleh kurir saya foto bublenya yang kena bocor sabun saja karena sabunny sudah saya pakai mandi,0
packing rapi wlopun agak rembes dkit; thanks gan,packing rapi wlopun agak rembes dkit terima kasih juragan,1
ayo bebaskan palestina,ayo bebas palestina,0
Sudah diterima dengan baik sesuai pesanan; seller komunikatif dan pelayanan bagus. Terima kasih.,sudah terima dengan baik sesuai pesan seller komunikatif dan layan bagus terima kasih,1
Produk bagus. Untuk lain kali mohon update status pengiriman dan mohon respon agak cepat🙏,produk bagus untuk lain kali mohon update status kirim dan mohon respon agak cepat,0
mantabss lah.. packing aman; pengiriman cepat dan udh repeat order bbrp kali.,mantab lah packing aman kirim cepat dan udah repeat order beberapa kali,1
pengirimannya lama sekali,kirim lama sekali,0
Setelah coba pakai ini; cukup suka karna wanginya seger beda dari yang lain. Ketahanan keringnya juga lama dan nyaman terus. #HTCIDxRexonaMen #HomeTesterClubID #HomeTester #tester #deodorant,telah coba pakai ini cukup suka karena wangi segar beda dari yang lain tahan kering juga lama dan nyaman terus htcidxrexonamen hometesterclubid hometester tester deodorant,1
barang aman; exp masih lama,barang aman exp masih lama,1
Barang tiba di bari ke-6☹️,barang tiba di bari ke,0
good.. packing jg rapi,good packing juga rapi,1
piring belum dicuci tiba tiba bersih; ternyata sudah dicuciin mamah saya,piring belum cuci tiba tiba bersih nyata sudah dicuciin mamah saya,1
Agak kesel karena pesen lotion doang tapi posisi paket udah kebongkar bagian belakang. Terus bagian qr code resi pengiriman Si Cepat dibolongin gitu. Entah kenapa. Gak kebayang kalo beli barang mahal gmn sih ini. Kualitas barangnya sih ok.,agak kesal karena pesan lotion doang tapi posisi paket sudah bongkar bagi belakang terus bagi qr code resi kirim sih cepat dibolongin begitu tidak tahu kenapa enggak bayang jika beli barang mahal gimana sih ini kualitas barang sih ok,1
produknya ok tapi seller lama bgt pengirimannya. pakai kurir toko tapi 3 hari dalam perjalanan padahal dekat.,produk ok tapi seller lama banget kirim pakai kurir toko tapi hari dalam jalan padahal dekat,0
Harga promo pengiriman agak lama packing aman,harga promo kirim agak lama packing aman,1
kecewa... karena barang yg saya terima tidak lengkap dan pengajuan komplain tidak di terima karena tidak ada video unboxing.ketidak telitian dalam pengiriman membuat saya merasa kecewa,kecewa karena barang yang saya terima tidak lengkap dan aju komplain tidak di terima karena tidak ada video unboxing tidak teliti dalam kirim buat saya rasa kecewa,0
Slow respond; slow confirm; slow process; lama dikirim ke kurir,slow respond slow confirm slow proce lama kirim ke kurir,0
pengiriman sama pengemasan nya sam aja lama nya sampe 2 minggu udah gitu pas sampe kerdus nya udah ke buka untung aja aman isi nya,kirim sama emas nya sama saja lama nya sampai minggu sudah begitu pas sampai kerdus nya sudah ke buka untung saja aman isi nya,0
makasih tokopedia pesanan sudah sampai. thx kurirnya jga,terima kasih tokopedia pesan sudah sampai terimakasih kurir juga,1
sayang banget shaker nya bocor2an jadi kalo di shake air nya rembes kemana-mana,sayang banget shaker nya bocor an jadi jika di shake air nya rembes mana mana,0
kalo mau cepet jangan pesen disini. mau pakai instant/sameday/; tetep dikirimnya lama. barang diterima dalam bubble wrap; tp ada bbrp yang penyok terutama yang dipinggir kardus.,jika mau cepat jangan pesan sini mau pakai instant sameday tetap kirim lama barang terima dalam bubble wrap tapi ada beberapa yang penyok utama yang pinggir kardus,0
Barang sudah sampai; yang di kirim lengkap pokoknya mantapppppp,barang sudah sampai yang di kirim lengkap pokok mantap,1
waktu pengiriman lama,waktu kirim lama,0
Kurir tokonya lamaaa; dity progresnya ga jelas; jawaban standar,kurir toko lama dity progres tidak jelas jawab standar,0
isinya ga full ; kirain punya saya doang taunya pas baca komen yang lain juga gtu,isi tidak full ira punya saya doang tau pas baca komen yang lain juga gitu,0
packingnya dianter sm abang2 kurir sudah broken katanya; jadi saya musti unboxing divideoin sama abang kurirnya,packingnya antar sama abang kurir sudah broken kata jadi saya mesti unboxing divideoin sama abang kurir,0
sudah beberapa kali pembelian sih alhamdulillah selalu baik kondisi nya .. tapi kali ini bonyok semua kaleng nya .. 😔,sudah beberapa kali beli sih alhamdulillah selalu baik kondisi nya tapi kali ini ayah ibu semua kaleng nya,0
Tiba di Jakarta Barat sejak diproses butuh 5 hari kerja. ,tiba di jakarta barat sejak proses butuh hari kerja,0
oke semua nya,oke semua nya,1
Langsung bikin kulit lembab; tapi cukup lengket. ,langsung buat kulit lembab tapi cukup lengket,1
barang sesuai pesanan; packaging oke pake bubble wrap + kardus; aman banget.,barang sesuai pesan packaging oke pakai bubble wrap kardus aman banget,1
barang sudah datang dan seauai dengan order; tapi packingnya buruk sehingga kalengnya ada yang petot...kecewa juga ; kalo delivery sih cepat; kurir juga baik...tq toped 🙏,barang sudah datang dan seauai dengan order tapi packingnya buruk sehingga kaleng ada yang petot kecewa juga jika delivery sih cepat kurir juga baik thank you toped,0
barang sampai lumayan lama sekitar 4hari. tp gpp dapat bonus banyak banget. respon ramah. makasih ya.,barang sampai lumayan lama sekitar hari tapi tidak apa dapat bonus banyak banget respon ramah terima kasih iya,1
merugikan konsumen; awal brg dtg udh bocor dan dikembalikan; nunggu lama utk dikirim ternyata malah mau di refund.. ada kali hampir sebulan..,rugi konsumen awal bareng datang udah bocor dan kembali tunggu lama untuk kirim nyata bahkan mau di refund ada kali hampir bulan,0
Barang lama datang nya dan packaging kurang rapet .. sabun cair yg di botol bocor ... ,barang lama datang nya dan packaging kurang rapet sabun cair yang di botol bocor,0
body lotion nya tiba dgn keadaan yg sangat baik. beli cuma 1 packaging nya luar biasa. thanks seller,body lotion nya tiba dengan ada yang sangat baik beli cuma packaging nya luar biasa terima kasih seller,1
Pesan tgl 7mei sampai tgl 16mei.MANTAP,pesan tanggal mei sampai tanggal mei mantap,0
ga layak jadi offial store ; malu malu in,tidak layak jadi offial store malu malu ini,0
semoga pesanan selanjutnya dipacking dengan bagus ya kak. agar tidak ada produk yang rusak,moga pesan lanjut dipacking dengan bagus iya kak agar tidak ada produk yang rusak,0
Tiba terlambat 1 hari dari estimasi terlama. Kurir: Si Cepat.,tiba lambat hari dari estimasi lama kurir sih cepat,0
dari 8klg penyok parah,dari keluarga penyok parah,0
Kondisi oke sesuai gambaran yang disebutkan oleh toko,kondisi oke sesuai gambar yang sebut oleh toko,1
pengiriman dengan kurir toko ternyata sama saja dengan pengiriman ekspedisi regular; tau gt kan pake ekspedisi regular aja.. tanya di chat; cs-nya bales kaya robot :( untuk brand sebesar unilever ini mengecewakan,kirim dengan kurir toko nyata sama saja dengan kirim ekspedisi regular tahu begitu kan pakai ekspedisi regular saja tanya di chat cs nya balas kayak robot untuk brand besar unilever ini kecewa,0
pengiriman cepat...hrga lebih ekonomis,kirim cepat hrga lebih ekonomis,1
proses cepat packing rapi; brg udah sampe ya; manthap gan,proses cepat packing rapi bareng sudah sampai iya manthap juragan,1
harga dan pelayanan yg cepat,harga dan layan yang cepat,1
Good Quality; safe Packing n Fast Delivery.. Recommended thank U,good quality safe packing dan fast delivery recommended thank kamu,1
pengiriman lama padahal pakai kurir toko,kirim lama padahal pakai kurir toko,0
Kenapa sampai nya lama ? ,kenapa sampai nya lama,0
Pumpnya Rusak jadi kalau mw pakai harus tuang!.🤣🤣🤣🤣🤣,pumpnya rusak jadi kalau now watching pakai harus tuang,0
Pengiriman lama banget; dan jangan lupa kl buka paketnya divideoin krn penjual teledor. ,kirim lama banget dan jangan lupa kalo buka paket divideoin karena jual teledor,0
pengiriman nya lama custumer kecewa ,kirim nya lama custumer kecewa,0
Sudah pernah pakai sebelumnya. Pakai karena ada tabir surya dengan spektrum yang lumayan. Teksturnya sih masih mendingan lotion Vaseline lain yang lebih mudah menyerap; tapi ini buat kulit kering saya lebih manjur dan bertahan seharian.,sudah pernah pakai belum pakai karena ada tabir surya dengan spektrum yang lumayan tekstur sih masih mending lotion vaseline lain yang lebih mudah serap tapi ini buat kulit kering saya lebih manjur dan tahan hari,1
odolnya rasa &amp; wangi blueberry; semoga efektif memutihkan gigi seperti di tulisannya 👍,odol rasa amp wangi blueberry moga efektif mutih gigi seperti di tulis,1
